x,y
0.01065,0.09976922917134923
0.011342249999999998,0.08530607287116343
0.012079496249999997,0.07124816009202872
0.012864663506249999,0.05778223626492762
0.013700866634156247,0.06281670621063462
0.014591422965376402,0.09695324772996772
0.015539865458125869,0.14186980314314246
0.01654995671290405,0.19629983387084415
0.01762570389924281,0.2603184668845442
0.018771374652693594,0.3359200359403607
0.019991514005118675,0.4250003998231726
0.02129096241545139,0.5410611909681098
0.022674874972455728,0.7491718610461517
0.024148741845665348,0.8899992355279385
0.025718410065633593,1.3539049058615982
0.027390106719899776,1.5858438198932392
0.02917046365669326,1.6714252815628314
0.031066543794378322,1.6475706100683114
0.033085869141012914,1.5963630667368096
0.035236450635178745,1.5350085865954473
0.03752681992646536,1.4580105750734114
0.039966063221685603,1.3715600145860898
0.04256385733109517,1.287301738667538
0.045330508057616355,1.3217235097130198
0.048276991081361416,1.3805742286714389
0.05141499550164991,1.864356946185961
0.05475697020925715,1.9843194891973548
0.05831617327285885,1.9759461876240834
0.06210672453559468,1.9311757688717286
0.06614366163040834,1.799420144663797
0.07044299963638488,1.8881787375327512
0.07502179461274988,1.8857986875906678
0.07989821126257862,1.887383619205937
0.08509159499464623,1.8910952078370578
0.09062254866929821,1.9121310152033177
0.09651301433280261,1.8978403616785235
0.10278636026443477,1.889935712126745
0.10946747368162303,1.8911101426025625
0.11658285947092852,1.891545964058925
0.12416074533653888,1.8913236342442996
0.1322311937834139,1.8883437863268333
0.1408262213793358,1.8849739485413628
0.1499799257689926,1.8844715096924212
0.1597286209439771,1.8762372370037288
0.1701109813053356,1.6627683929577906
0.18116819509018242,1.7994251295277301
0.19294412777104428,1.767834680764567
0.20548549607616218,1.7361218859192507
0.21884205332111267,1.7116554049773112
0.23306678678698498,1.757134014370894
0.248216127928139,1.6597647533113289
0.264350176243468,1.7250675551895585
0.28153293769929344,1.7285469002188427
0.2998325786497475,1.6822472919406413
0.31932169626198104,1.410317385450821
0.3400776065190098,1.5703760776234876
0.3621826509427454,1.4943661753844055
0.3857245232540239,1.32004943991894
0.4107966172655354,1.4442783999409188
0.43749839738779517,1.3657548060527298
0.46593579321800177,1.3788928677940788
0.49622161977717194,1.3920354911459847
0.5284760250626881,1.4119355993701967
0.5628269666917628,1.4228773430292594
0.5994107195267273,1.4102740182890185
0.6383724162959645,1.3722184388545107
0.6798666233552021,1.3736397290737679
0.7240579538732902,1.319658298105154
0.7711217208750542,1.168383521432788
0.8212446327319326,1.145255356445031
0.8746255338595081,1.033430557531795
0.9314761935603761,0.9863491999395944
0.9920221461418005,0.9294002611553887
1.0565035856410174,0.8789306750654755
1.1251763187076838,0.8332139927726536
1.198312779423683,0.7827663134303613
1.2762031100862223,0.795745447640432
1.3591563122418269,0.7536336015699825
1.4475014725375455,0.7147330752093999
1.5415890682524858,0.6905326835632231
1.6417923576888973,0.675062237893306
1.7485088609386756,0.7124862122930113
1.8621619368996896,0.7249703416750912
1.983202462798169,0.6358743828243076
2.11211062288005,0.5181248744194638
2.249397813367253,0.7147229229948593
2.395608671236124,0.5893095408293965
2.551323234866472,0.5812915130497935
2.717159245132793,0.35700144088860375
2.8937745960664247,0.28579410082391465
3.0818699448107414,0.4178402211696586
3.28219149122344,0.5223021936827754
3.4955339381529633,0.37356053731185135
3.722743644132905,0.3718992151752998
3.964721981001544,0.5103186818678016
4.222428909766645,0.16792493129882047
4.4968867889014765,0.1456102233325689
4.789184430180072,0.045896549167583345
5.100481418141776,0.049536903013842615
5.432012710320992,0.045290497399377294
